Company,TypeName,Inches,Ram,OpSys,Weight,Price,PPI,Touchscreen,Cpu_Series,SSD_Capacity_GB,Has_HDD,Dedicated_GPU,OS_Group
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,90522,141.21199808219862,1,Core i7,512,0,0,Windows
Dell,Notebook,17.3,8,Windows 10,2.8,60845,127.33567457123111,0,Core i7,128,1,1,Windows
Lenovo,Notebook,15.6,4,No OS,2.2,23656,141.21199808219862,0,Core i3,256,0,0,Others
HP,Notebook,15.6,4,Windows 10,2.1,38468,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,35004,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.24,30103,141.21199808219862,0,Core i5,0,1,1,Windows
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,42570,141.21199808219862,1,Core i5,256,0,0,Windows
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,79866,165.6321180513006,1,Core i7,1024,0,0,Windows
Lenovo,Notebook,15.6,4,No OS,2.2,24881,141.21199808219862,0,Core i5,0,1,0,Others
HP,Notebook,17.3,8,Windows 10,2.5,54239,127.33567457123111,0,Core i7,0,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.05,46886,141.21199808219862,0,Core i7,256,0,0,Windows
Apple,Ultrabook,13.3,8,macOS,1.37,104370,226.98300468106115,0,Core i5,512,0,0,Others
Asus,Gaming,17.3,16,Windows 10,3.2,82530,127.33567457123111,0,Other,256,1,1,Windows
Dell,Notebook,15.6,8,Linux,2.14,39164,141.21199808219862,0,Core i7,256,0,1,Linux-Based
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,133146,209.8006828649808,1,Core i7,512,0,0,Windows
Toshiba,Notebook,15.6,8,Windows 10,2.2,43263,100.45466986113651,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,12,Windows 10,2.3,37992,100.45466986113651,0,Core i7,0,1,0,Windows
Dell,Notebook,17.3,8,Linux,2.8,58554,127.33567457123111,0,Core i7,128,1,1,Linux-Based
Acer,Notebook,15.6,8,Windows 10,2.2,39693,141.21199808219862,0,Core i7,0,1,0,Windows
Lenovo,Notebook,17.3,4,Windows 10,2.8,26053,106.11306214269258,0,Core i3,0,1,0,Windows
Lenovo,Notebook,17.3,8,No OS,2.8,45234,127.33567457123111,0,Core i7,0,1,0,Others
Lenovo,Notebook,17.3,6,Windows 10,2.8,45767,106.11306214269258,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,4,Linux,2.25,22803,141.21199808219862,0,Core i3,0,1,1,Linux-Based
Lenovo,Gaming,15.6,8,Windows 10,2.5,44169,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.2,30849,141.21199808219862,0,Core i5,256,0,0,Windows
Acer,Notebook,15.6,8,Windows 10,3.0,50669,141.21199808219862,0,Core i7,256,0,0,Windows
Acer,Notebook,15.6,12,Windows 10,2.15,35111,141.21199808219862,1,Core i7,0,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,1.95,58448,141.21199808219862,0,Core i7,256,0,0,Windows
Asus,Ultrabook,15.6,8,Windows 10,1.7,52054,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Gaming,15.6,16,Windows 10,2.5,62817,141.21199808219862,0,Core i7,256,1,0,Windows
Lenovo,Notebook,15.6,8,No OS,2.2,35112,141.21199808219862,0,Core i7,0,1,0,Others
Acer,Notebook,15.6,2,Chrome OS,2.19,10602,100.45466986113651,0,Celeron,16,0,0,Linux-Based
Asus,Gaming,17.3,8,Windows 10,3.0,63243,127.33567457123111,0,Core i7,0,1,0,Windows
HP,Notebook,17.3,8,Windows 10,2.54,26053,106.11306214269258,0,Core i3,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.0,97449,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.05,39373,141.21199808219862,0,Core i5,256,0,0,Windows
Lenovo,Gaming,15.6,8,Windows 10,3.2,69210,141.21199808219862,0,Core i7,0,1,0,Windows
Acer,Notebook,15.6,8,Linux,2.5,52161,141.21199808219862,0,Core i7,256,0,0,Linux-Based
Dell,Workstation,17.3,16,Windows 10,3.42,153705,127.33567457123111,0,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,6,Windows 10,2.4,26586,141.21199808219862,0,Other,0,1,1,Windows
Asus,Ultrabook,15.6,16,Windows 10,1.63,78215,141.21199808219862,0,Core i7,512,0,0,Windows
Asus,Notebook,14.0,4,Windows 10,1.3,27119,111.93520355955211,0,Core i3,128,0,0,Windows
Asus,Gaming,17.3,16,Windows 10,2.9,113060,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Notebook,17.3,6,Windows 10,2.8,34578,106.11306214269258,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,8,No OS,2.2,29250,100.45466986113651,0,Core i5,0,1,0,Others
Asus,Gaming,15.6,8,Windows 10,2.5,67399,141.21199808219862,0,Core i7,128,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,2.2,19180,100.45466986113651,0,Pentium,0,1,0,Others
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,105228,165.6321180513006,1,Core i7,256,0,0,Windows
Toshiba,Notebook,15.6,8,Windows 10,2.2,55571,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.3,43636,141.21199808219862,0,Core i5,128,1,0,Windows
HP,Notebook,15.6,4,Windows 10,1.86,24988,141.21199808219862,0,Core i3,0,1,0,Windows
Lenovo,Notebook,13.3,8,Windows 10,1.1,53226,165.6321180513006,0,Core i5,256,0,0,Windows
Dell,Ultrabook,13.3,16,Windows 10,1.21,133146,331.2642361026012,1,Core i7,1024,0,0,Windows
MSI,Gaming,15.6,16,Windows 10,2.8,111834,141.21199808219862,0,Core i7,256,1,0,Windows
Acer,Notebook,15.6,8,Windows 10,2.23,24988,141.21199808219862,0,Other,256,0,1,Windows
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,14652,135.0942111925629,1,Celeron,0,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.33,44968,141.21199808219862,0,Core i5,128,1,1,Windows
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,130482,331.2642361026012,1,Core i7,1024,0,0,Windows
Lenovo,Notebook,13.3,4,Chrome OS,1.45,24503,117.82653006268643,0,Celeron,0,0,0,Linux-Based
HP,Notebook,14.0,8,Windows 10,1.95,52214,157.3505121487356,0,Core i5,256,0,0,Windows
Acer,Notebook,11.6,4,Windows 10,1.4,25840,135.0942111925629,0,Pentium,0,0,0,Windows
HP,Notebook,14.0,8,Windows 10,1.48,68837,157.3505121487356,0,Core i7,256,0,0,Windows
Lenovo,Notebook,17.3,4,Windows 10,2.79,31381,106.11306214269258,0,Core i5,0,1,0,Windows
Asus,Notebook,14.0,8,Windows 10,2.0,58288,157.3505121487356,0,Core i7,256,0,0,Windows
HP,Notebook,15.6,8,Windows 10,2.1,48058,100.45466986113651,0,Core i7,0,1,0,Windows
Acer,Notebook,15.6,8,Windows 10,2.2,35111,100.45466986113651,0,Other,256,0,1,Windows
Lenovo,Notebook,14.0,4,Windows 10,1.44,15557,111.93520355955211,0,Celeron,0,0,0,Windows
Acer,Notebook,15.6,6,Windows 10,2.23,29250,100.45466986113651,0,Core i5,0,1,0,Windows
Asus,Ultrabook,15.6,8,Windows 10,1.7,55938,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Ultrabook,12.5,8,Windows 10,1.26,71128,176.23257360658386,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,32,Windows 10,2.06,140605,282.42399616439724,1,Core i7,1024,0,0,Windows
MSI,Gaming,17.3,8,Windows 10,2.7,63882,127.33567457123111,0,Core i7,256,1,0,Windows
Toshiba,Notebook,15.6,8,Windows 10,2.0,50243,141.21199808219862,0,Core i5,256,0,0,Windows
Asus,Notebook,14.0,8,Windows 10,2.0,71075,157.3505121487356,0,Core i7,256,1,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,1.85,23922,141.21199808219862,0,Core i3,0,1,0,Windows
Asus,Gaming,15.6,8,Windows 10,2.5,53226,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Notebook,14.0,8,Windows 10,1.48,67559,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Ultrabook,15.6,8,Windows 10,1.9,55890,141.21199808219862,0,Core i5,128,1,0,Windows
HP,Notebook,15.6,8,Windows 10,1.84,60952,141.21199808219862,0,Core i5,256,0,0,Windows
Asus,Notebook,15.6,4,Linux,2.0,14651,100.45466986113651,0,Celeron,0,1,0,Linux-Based
Dell,Notebook,15.6,8,Windows 10,2.0,60885,141.21199808219862,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Linux,2.2,14646,100.45466986113651,0,Celeron,0,1,0,Linux-Based
Lenovo,Notebook,15.6,12,Windows 10,2.2,47898,141.21199808219862,0,Other,0,1,1,Windows
HP,Notebook,15.6,8,Windows 10,2.1,38148,141.21199808219862,0,Core i3,0,1,0,Windows
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,111834,316.96506044349616,1,Core i7,512,0,0,Windows
Dell,Ultrabook,13.3,8,Windows 10,1.2,84129,165.6321180513006,0,Core i7,256,0,0,Windows
Lenovo,Gaming,15.6,16,Windows 10,2.4,60153,141.21199808219862,0,Core i7,256,1,0,Windows
HP,Notebook,14.0,2,Windows 10,1.44,14865,111.93520355955211,0,Celeron,0,0,0,Windows
Dell,Ultrabook,15.6,16,Windows 10,1.88,85672,141.21199808219862,0,Core i7,768,0,0,Windows
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,19980,135.0942111925629,1,Celeron,0,0,0,Windows
Dell,Ultrabook,15.6,8,Windows 10,1.9,35324,141.21199808219862,0,Core i5,0,1,1,Windows
Dell,Notebook,15.6,16,Windows 10,2.06,108020,282.42399616439724,1,Core i7,512,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.84,69477,141.21199808219862,0,Core i7,256,0,0,Windows
MSI,Gaming,17.3,8,Windows 10,2.7,75071,127.33567457123111,0,Core i7,128,1,0,Windows
HP,Workstation,15.6,8,Windows 10,2.6,92615,141.21199808219862,0,Core i7,256,0,0,Windows
Toshiba,Notebook,15.6,16,Windows 10,2.4,74751,141.21199808219862,0,Core i7,512,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.02,51729,141.21199808219862,0,Core i7,128,1,1,Windows
Lenovo,Notebook,15.6,4,No OS,2.2,17155,100.45466986113651,0,Celeron,0,1,0,Others
Dell,Gaming,15.6,8,Windows 10,2.65,53226,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.36,29696,100.45466986113651,1,Core i5,0,1,0,Windows
Dell,Notebook,14.0,8,Windows 10,1.36,76030,157.3505121487356,0,Core i5,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,1.86,23389,100.45466986113651,0,Core i3,0,1,0,Windows
Asus,Notebook,14.0,8,Windows 10,2.0,50349,157.3505121487356,0,Core i5,256,0,0,Windows
Lenovo,Notebook,17.3,6,Windows 10,2.8,38308,106.11306214269258,0,Core i5,128,1,0,Windows
HP,Notebook,15.6,8,Windows 10,1.86,34045,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,Notebook,15.6,8,No OS,2.2,26586,100.45466986113651,0,Core i3,256,0,0,Others
HP,Notebook,15.6,8,Windows 10,2.04,20725,100.45466986113651,0,Pentium,0,1,0,Windows
Dell,Notebook,17.3,8,Windows 10,2.8,57808,127.33567457123111,0,Core i5,128,1,1,Windows
Lenovo,Gaming,15.6,8,No OS,2.4,43103,141.21199808219862,0,Core i5,128,1,0,Others
Dell,Notebook,15.6,8,Windows 10,2.33,47898,141.21199808219862,0,Core i7,256,0,1,Windows
HP,Ultrabook,14.0,8,Windows 10,1.36,93240,157.3505121487356,0,Core i7,256,0,0,Windows
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,58554,141.21199808219862,1,Core i7,512,1,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.1,22697,100.45466986113651,0,Other,128,0,1,Windows
Asus,Gaming,17.3,16,Windows 10,3.25,117162,127.33567457123111,0,Other,256,1,1,Windows
Lenovo,Notebook,17.3,4,Windows 10,2.6,26053,106.11306214269258,0,Other,128,0,1,Windows
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,46300,165.6321180513006,1,Core i7,256,0,0,Windows
HP,Notebook,15.6,4,Windows 10,1.91,26053,141.21199808219862,0,Other,256,0,1,Windows
Lenovo,Netbook,11.6,4,Windows 10,1.59,29463,135.0942111925629,0,Celeron,128,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,1.8,16463,100.45466986113651,0,Celeron,0,1,0,Windows
Asus,Notebook,14.0,4,Windows 10,1.5,15238,111.93520355955211,0,Celeron,0,0,0,Windows
Acer,Notebook,15.6,8,Linux,2.4,45074,141.21199808219862,0,Core i7,0,1,0,Linux-Based
HP,Gaming,17.3,8,Windows 10,3.35,63456,127.33567457123111,0,Core i7,128,1,0,Windows
Lenovo,Notebook,15.6,4,No OS,1.85,21498,141.21199808219862,0,Core i3,128,0,0,Others
Asus,Gaming,15.6,8,Windows 10,2.3,88178,141.21199808219862,0,Core i7,128,1,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.5,58554,157.3505121487356,0,Core i5,256,0,0,Windows
Asus,Ultrabook,13.3,16,Windows 10,1.1,93181,165.6321180513006,1,Core i7,512,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,121584,209.8006828649808,0,Core i7,512,0,0,Windows
Lenovo,Notebook,13.3,4,Windows 10,1.5,29250,165.6321180513006,0,Core i3,128,0,0,Windows
Dell,Workstation,15.6,8,Windows 10,2.23,72940,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Workstation,15.6,8,Windows 10,2.0,113752,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,133679,209.8006828649808,1,Core i7,512,0,0,Windows
Asus,Gaming,17.3,8,Windows 10,3.0,55357,127.33567457123111,0,Core i7,0,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,3.0,84768,127.33567457123111,0,Core i7,256,1,0,Windows
Acer,Notebook,15.6,12,Windows 10,2.2,36975,100.45466986113651,0,Core i5,0,1,0,Windows
MSI,Gaming,17.3,8,Windows 10,2.7,71874,127.33567457123111,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Linux,2.33,41498,141.21199808219862,0,Core i7,256,0,1,Linux-Based
HP,Ultrabook,15.6,4,Windows 10,1.91,26586,141.21199808219862,0,Other,256,0,1,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.1,65510,141.21199808219862,0,Core i7,256,0,1,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.9,49976,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Workstation,15.6,8,Windows 10,1.78,144495,282.42399616439724,1,Core i7,256,0,0,Windows
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,139860,209.8006828649808,0,Core i7,1024,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,16303,100.45466986113651,0,Celeron,0,1,0,Windows
Asus,Gaming,17.3,16,Windows 10,2.9,81465,127.33567457123111,0,Core i7,256,1,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.1,60978,141.21199808219862,0,Core i5,256,1,1,Windows
Acer,Notebook,15.6,8,Linux,2.5,46833,141.21199808219862,0,Core i7,256,0,0,Linux-Based
MSI,Gaming,17.3,16,Windows 10,2.8,119826,127.33567457123111,0,Core i7,256,1,0,Windows
Asus,Ultrabook,14.0,8,Windows 10,1.1,99793,157.3505121487356,0,Core i7,512,0,0,Windows
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,93080,165.6321180513006,0,Core i7,512,0,0,Windows
Dell,Ultrabook,14.0,8,Windows 10,1.36,89510,157.3505121487356,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,21791,141.21199808219862,0,Core i3,0,1,0,Windows
Lenovo,Notebook,11.6,2,Windows 10,1.15,16221,135.0942111925629,0,Celeron,0,0,0,Windows
Lenovo,Workstation,15.6,8,Windows 10,2.67,102564,141.21199808219862,0,Core i7,512,0,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,103523,209.8006828649808,0,Core i7,512,0,0,Windows
HP,Notebook,15.6,4,Windows 10,2.1,24988,141.21199808219862,0,Core i3,0,1,1,Windows
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,42038,165.6321180513006,1,Core i7,256,0,0,Windows
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,49443,165.6321180513006,1,Core i5,256,0,0,Windows
Dell,Notebook,15.6,4,Linux,2.3,31909,141.21199808219862,0,Core i5,256,0,1,Linux-Based
Dell,Notebook,13.3,4,Windows 10,1.65,36709,117.82653006268643,0,Core i3,128,0,0,Windows
HP,Ultrabook,14.0,8,Windows 10,1.43,79920,157.3505121487356,0,Core i7,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.14,28768,100.45466986113651,0,Core i5,0,1,0,Windows
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,64755,157.3505121487356,0,Core i7,256,0,1,Windows
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,101178,282.42399616439724,1,Core i7,512,0,0,Windows
Others,Notebook,12.3,6,Windows 10,1.4,23922,267.3384360344031,0,Celeron,0,0,0,Windows
HP,Notebook,15.6,8,Windows 10,2.31,76030,141.21199808219862,0,Core i7,256,0,0,Windows
Asus,Notebook,15.6,8,Linux,2.3,31808,141.21199808219862,0,Core i3,0,1,0,Linux-Based
Dell,Gaming,17.3,16,Windows 10,4.42,149130,169.78089942830815,0,Core i7,256,1,0,Windows
Dell,Gaming,15.6,8,Windows 10,2.62,61751,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.02,60867,141.21199808219862,0,Core i7,256,1,1,Windows
Dell,Ultrabook,14.0,8,Linux,1.6,58554,157.3505121487356,0,Core i7,256,0,0,Linux-Based
HP,Gaming,17.3,12,Windows 10,3.35,106506,127.33567457123111,0,Core i7,256,1,0,Windows
Others,2 in 1 Convertible,11.6,4,Windows 10,1.16,15930,189.90579052433606,1,Celeron,32,0,0,Windows
Others,Netbook,11.6,4,Chrome OS,1.15,14332,135.0942111925629,0,Celeron,0,0,0,Linux-Based
Lenovo,Notebook,13.3,8,Windows 10,1.4,53812,165.6321180513006,0,Core i7,256,0,0,Windows
Lenovo,Notebook,14.0,4,Windows 10,1.7,31914,157.3505121487356,0,Core i3,128,0,0,Windows
Lenovo,Workstation,15.6,16,Windows 10,2.3,130269,282.42399616439724,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,16,Windows 10,2.5,130482,141.21199808219862,0,Core i7,512,0,0,Windows
Asus,Gaming,17.3,8,Windows 10,3.2,90309,127.33567457123111,0,Other,256,1,1,Windows
HP,Notebook,15.6,4,Windows 10,2.1,18488,100.45466986113651,0,Celeron,0,1,0,Windows
Others,Ultrabook,12.3,16,Chrome OS,1.1,117162,234.50740003017813,1,Core i7,512,0,0,Linux-Based
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,126912,209.8006828649808,0,Core i7,512,0,0,Windows
Asus,Notebook,15.6,4,Linux,2.0,29783,141.21199808219862,0,Core i5,256,0,0,Linux-Based
Lenovo,Notebook,17.3,8,Windows 10,2.8,27652,106.11306214269258,0,Other,0,1,1,Windows
Dell,Notebook,15.6,4,Windows 10,2.2,39906,141.21199808219862,0,Core i5,256,0,1,Windows
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,76137,176.23257360658386,0,Core i5,256,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594,141.21199808219862,0,Pentium,128,0,0,Windows
HP,Gaming,15.6,8,Windows 10,2.2,58554,141.21199808219862,0,Core i7,128,1,0,Windows
Dell,Notebook,14.0,8,Windows 10,1.64,62817,157.3505121487356,0,Core i5,256,0,0,Windows
Acer,Notebook,15.6,4,Linux,2.4,23539,100.45466986113651,0,Core i5,0,1,0,Linux-Based
Dell,Workstation,15.6,8,Windows 10,2.23,106187,141.21199808219862,0,Xeon,0,1,0,Windows
MSI,Gaming,15.6,8,Windows 10,2.2,54757,141.21199808219862,0,Core i5,256,0,0,Windows
Others,Ultrabook,13.5,16,Windows 10 S,1.25,137941,200.84255993695703,1,Core i7,512,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.91,31381,100.45466986113651,0,Core i5,128,0,0,Windows
Dell,Workstation,15.6,16,Windows 10,2.17,105228,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Workstation,15.6,8,Windows 10,2.31,81731,141.21199808219862,0,Core i7,512,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.65,71661,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.36,52161,141.21199808219862,0,Core i7,128,1,1,Windows
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,25521,135.0942111925629,1,Pentium,0,1,0,Windows
Dell,Notebook,17.3,8,Windows 10,4.42,109010,127.33567457123111,0,Core i7,0,1,0,Windows
Others,Ultrabook,13.5,4,Windows 10 S,1.252,52693,200.84255993695703,1,Other,128,0,0,Windows
Others,Ultrabook,13.5,8,Windows 10 S,1.25,95850,200.84255993695703,1,Core i7,256,0,0,Windows
HP,Notebook,17.3,8,Windows 10,2.5,34093,106.11306214269258,0,Core i3,256,0,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.23,28984,141.21199808219862,0,Core i3,0,1,0,Windows
Acer,Netbook,11.6,4,Windows 10,1.4,23176,135.0942111925629,0,Celeron,128,0,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.37,39906,141.21199808219862,0,Core i5,0,1,0,Windows
Lenovo,Notebook,14.0,8,No OS,1.5,42570,157.3505121487356,0,Core i7,512,0,1,Others
Lenovo,Notebook,15.6,8,Windows 10,2.67,111355,141.21199808219862,0,Core i7,256,0,0,Windows
Asus,Notebook,15.6,4,Windows 10,2.0,16197,100.45466986113651,0,Pentium,0,1,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.2,24988,100.45466986113651,0,Core i3,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.02,40439,141.21199808219862,0,Core i5,0,1,1,Windows
HP,Gaming,17.3,12,Windows 10,3.78,90522,127.33567457123111,0,Core i7,0,1,0,Windows
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,98994,209.8006828649808,0,Core i7,256,0,0,Windows
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,106506,331.2642361026012,1,Core i7,512,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.9,61485,141.21199808219862,0,Core i5,0,1,0,Windows
Others,Ultrabook,12.3,8,Chrome OS,1.1,67932,234.50740003017813,1,Core i5,128,0,0,Linux-Based
Dell,Ultrabook,13.3,8,Windows 10,1.42,98133,165.6321180513006,1,Core i5,256,0,0,Windows
Asus,Notebook,15.6,12,Windows 10,2.06,69210,282.42399616439724,0,Core i7,128,1,0,Windows
Dell,Notebook,14.0,8,Windows 10,1.79,39427,111.93520355955211,0,Core i3,128,0,0,Windows
Dell,Workstation,15.6,8,Windows 10,1.78,128298,141.21199808219862,0,Core i7,256,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.7,72673,157.3505121487356,0,Core i5,180,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.2,35964,141.21199808219862,0,Core i5,0,1,1,Windows
Toshiba,Notebook,13.3,8,Windows 10,1.05,89084,165.6321180513006,0,Core i5,256,0,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.16,67239,141.21199808219862,0,Core i7,512,0,0,Windows
Dell,Notebook,15.6,4,Windows 10,2.18,31254,100.45466986113651,0,Core i3,0,1,0,Windows
HP,Notebook,13.3,4,Windows 10,1.49,38681,165.6321180513006,0,Core i5,128,0,0,Windows
Others,Notebook,15.6,4,Windows 10,1.89,13261,141.21199808219862,0,Other,0,0,0,Windows
Lenovo,Notebook,15.6,4,Windows 10,2.3,30103,100.45466986113651,0,Core i3,128,0,0,Windows
Lenovo,Notebook,14.0,8,Windows 10,1.75,55890,157.3505121487356,0,Core i5,256,0,0,Windows
Dell,Workstation,15.6,16,Windows 10,2.17,124568,141.21199808219862,0,Core i7,512,0,0,Windows
Dell,Notebook,15.6,16,Windows 10,2.06,101178,141.21199808219862,0,Core i7,512,0,0,Windows
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,95797,176.23257360658386,0,Core i7,512,0,0,Windows
Asus,Ultrabook,12.5,16,Windows 10,0.91,103896,176.23257360658386,0,Core i7,512,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.3,53918,141.21199808219862,0,Core i5,256,0,0,Windows
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,149130,165.6321180513006,1,Core i7,512,0,0,Windows
Asus,Gaming,15.6,8,Windows 10,1.99,71928,141.21199808219862,0,Core i7,128,1,0,Windows
Acer,Notebook,15.6,8,Windows 10,2.2,30849,100.45466986113651,0,Other,0,1,1,Windows
Asus,Gaming,17.3,24,Windows 10,4.33,67612,127.33567457123111,1,Core i7,256,1,0,Windows
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58554,125.36742798669837,0,Core i5,180,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.17,47893,141.21199808219862,0,Core i7,256,0,0,Windows
HP,Notebook,14.0,8,Windows 10,1.48,93186,157.3505121487356,0,Core i7,1024,0,0,Windows
Lenovo,Notebook,13.3,8,Windows 10,1.4,50562,165.6321180513006,0,Core i3,256,0,0,Windows
Lenovo,Notebook,15.6,8,Windows 10,2.3,48538,141.21199808219862,0,Core i5,256,0,0,Windows
Asus,Netbook,11.6,4,Windows 10 S,1.2,18115,135.0942111925629,0,Celeron,0,0,0,Windows
HP,Notebook,15.6,8,Windows 10,1.91,32979,100.45466986113651,0,Core i5,256,0,1,Windows
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,85194,158.48253022174808,1,Core i5,256,0,0,Windows
Lenovo,Notebook,14.0,4,Windows 10,2.1,15930,111.93520355955211,0,Celeron,0,1,0,Windows
Lenovo,Netbook,11.6,4,Chrome OS,1.25,14119,135.0942111925629,0,Celeron,16,0,0,Linux-Based
Lenovo,Notebook,13.3,8,Windows 10,1.44,50562,165.6321180513006,0,Core i5,256,0,0,Windows
Asus,Notebook,15.6,8,Windows 10,2.0,65214,141.21199808219862,0,Core i7,256,1,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.2,32660,141.21199808219862,0,Core i5,0,1,0,Windows
HP,Ultrabook,13.3,8,Windows 10,1.34,70489,165.6321180513006,0,Core i7,512,0,0,Windows
Lenovo,Gaming,15.6,8,No OS,2.4,61218,141.21199808219862,0,Core i7,256,1,0,Others
Dell,Ultrabook,13.3,8,Windows 10,1.29,47898,165.6321180513006,1,Core i5,128,0,0,Windows
Acer,Notebook,15.6,4,Windows 10,2.2,34045,141.21199808219862,0,Core i7,0,1,0,Windows
Dell,Notebook,15.6,8,Windows 10,2.18,44542,141.21199808219862,0,Core i5,0,1,0,Windows
Dell,Notebook,15.6,16,Windows 10,2.2,64961,141.21199808219862,0,Core i7,256,1,1,Windows
Others,Notebook,15.6,16,No OS,1.95,74589,141.21199808219862,0,Core i7,256,0,0,Others
Asus,Netbook,11.6,2,Windows 10,1.1,13053,135.0942111925629,0,Celeron,0,0,0,Windows
